게시글ID,제목,내용,댓글,URL
6851,[TIP] MongoDB Compass 특정 버전 이후 마스킹 되지 않는 현상 관련 수정 내역 공유,"[개요]
- Mongo DB Compass 특정 버전 이상에서 로깅 방식이 json 형태로 변경되어, 서비스 모듈 수정 내역 공유
- 요청 고객사 : 우아한형제들
[요약]
1. 이슈
- Mongo DB Compass 최신 버전에서 마스킹 되지 않는 현상
2. 원인
- MongoDB Compass v1.43.2 이상 버전에서는 컬럼명으로 로깅되지 않고 __doc 라는 컬럼명의 json 형태로 로깅되어 기존 등록하였던 마스킹 객체와 맞지 않아 발생
3. 개발 내역
- pnp_mongodb MAIN VERSION (Rev: v4012) 이상에서 수정완료
- 마스킹 객체에 {collection}.__doc 객체 추가안해도 마스킹되도록 개발 완료
- 기존에는 컬럼명 기준으로 마스킹 유무를 판단하였지만, json 형식의 결과값이 들어오면 name 값을 기준으로 마스킹 객체에 매칭시켜 마스킹 처리 하도록 수정
[이슈 내역]
- Mongo DB Compass 최신 버전에서 마스킹 되지 않는 현상
[확인 내역]
- MongoDB Compass v1.43.2 최신 버전 설치 이후 해당 현상 발생
- MongoDB Compass v1.31.3 에서는 정상 동작 확인
- 마스킹 객체 : 컬럼명 마스킹 사용
- 정책 : 정상 동작 할 때와 변동사항 없음
- compass의 documents view 에서 마스킹 되지 않음, shell 에서는 정상적으로 마스킹되어 출력 확인
- 접속 및 조회 패킷 첨부
[버전 정보]
- MongoDB 5.0.26
- MongoDB Compass v1.43.2
- pnp_mongodb v2195 / COMMON 3568
- pnp_ssl_proxy v68M
[내부 재현 결과]
- MongoDB Compass v1.31.3 버전에서의 결과값 로깅 결과
- MongoDB Compass v1.43.2 버전에서의 {__doc:0}추가 후 find 결과값 로깅 결과
- MongoDB Compass v1.43.2 버전에서의 결과값 로깅 결과
[원인]
- MongoDB Compass v1.43.2 이상 버전에서는 projection에 ""__doc"":""$$ROOT""이 기본으로 들어가서 컬럼이 __doc 으로 로깅되어 마스킹 정책에 맞는 객체가 없어서 마스킹이 되지않음
- 로그 저장되는 방식이 json 형식으로 변경되어 발생한 현상
[임시 조치 방안]
- 패치가 불가한 경우 다음과 같이 임시 조치 진행
- $collection.__doc 컬럼 마스킹 객체 추가 : 단, 해당 collection 전체 데이터 마스킹 처리 됨
- 우아한 형제들의 경우 orders.__doc 객체를 추가하여 마스킹 처리 필요
- orders.__doc 객체를 추가하게 된다면 컬럼 내 데이터가 전체 마스킹 되므로 개발 필요
[조치 방안]
- pnp_mongodb MAIN VERSION (Rev: v4012) 서버스 모듈 패치
[개발 내역]
- 마스킹 객체에 {collection}.__doc 객체 추가안해도 마스킹되도록 개발 완료
- 기존에는 컬럼명 기준으로 마스킹 유무를 판단하였지만, json 형식의 결과값이 들어오면 name 값을 기준으로 마스킹 객체에 매칭시켜 마스킹 처리
- 특정 name 값이 마스킹 처리로 판단되면 해당 value 값은 마스킹 처리하며, document의 경우에도 모든 value 값을 마스킹 처리
[제약 사항 (Known Issue)]
- 명령어 요청에 여러 테이블을 사용할 경우 특정 테이블, 컬럼 마스킹 객체가 여러 테이블에 영향을 줄 수 있음
- $cond. $switch 사용 시 실제 출력 데이터가 아닌, if 또는 case 조건 필드에 마스킹 정책에 매칭되는 컬럼이 있을 경우에도 마스킹 됨
- 명령어 구문 분석이 필요한 사항이라 추후 개발 예정
[관련 벅스 및 참고 자료]
- 벅스 : https://bugs.pnpsecure.com/view.php?id=28436",댓글 없음,https://cafe.naver.com/pnpsecure2/6851
6850,[TIP] pnp_ssl_proxy 사용 중 암호화 패킷 복호화하여 추출하는 방법,"[개요]
- pnp_ssl_proxy 모듈 사용 중인 서비스의 패킷 추출시, 암호화 패킷을 복호화하여 파일로 저장하는 방 공유
[사용 가능한 버전]
- pnp_ssl_proxy Rev.158 이상
[설정 방법]
# vi /dbsafer/.conf/pnp_ssl_proxy.conf
- 설정파일(.conf/pnp_ssl_proxy.conf) 내 ""SAVE_PACKET_FILE"" 설정으로 복호화 패킷을 저장할 서비스 지정
- 설정 포맷(1) : SAVE_PACKET_FILE = [서비스객체 번호]
- 설정 포맷(2) : SAVE_PACKET_FILE = [대상서버 IP]:[Port]
✔️ [] 제외하고 숫자만 입력
※ SAVE_PACKET_FILE 설정은 pnp_ssl_proxy 재시작 필요 없이 실시간 적용
※ 다만, 설정값 변경시 기존 접속 중인 세션에는 적용되지 않으며, 변경 이후 접속하는 세션에 대해 변경된 설정값이 적용
※ 패킷 수집이 완료되면 불필요하게 패킷 수집이 되지 않도록 꼭 설정 제거 필요
[저장 위치]
- 사용자-DBSAFER 구간(※ 저장 위치(1))과 DBSAFER-대상서버 구간(※ 저장 위치(2))으로 나눠서 복호화 데이터가 저장됨
- 저장 위치(1) : /dbsafer/var/ssl_proxy/packet/[서비스번호]_[사용자IP]_[사용자Port]_user.txt
- 저장 위치(2) : /dbsafer/var/ssl_proxy/packet/[서비스번호]_[사용자IP]_[사용자Port]_target.txt
[추출 결과]
- 패킷 추출 시 다음과 같이 파일이 생성 됨",댓글 없음,https://cafe.naver.com/pnpsecure2/6850
6848,[TIP] setcap 설정으로 톰캣 기본 포트(TCP 443)로 변환하기,"안녕하세요. 프로젝트 1팀 이재진입니다.
setcap 설정으로 톰캣 기본 포트(TCP 443)로 변환하는 방법 공유드립니다.
[setcap등록]
$ setcap 'cap_net_bind_service=+ep' /usr/java/default/bin/java
$ getcap /usr/java/default/bin/java
[setcap 삭제]
$ setcap -r /usr/java/default/bin/java
$ getcap /usr/java/default/bin/java
[라이브러리 적용]
/etc/ld.so.conf.d
$ vi /etc/ld.so.conf.d/java.conf
/usr/java/default/lib/jli (추가)
$ ldconfig
추가) DBSAFER 7.0 pnp_ha 데몬 Tomcat 프로세스 감지 설정
> pnp_ha.ini 파일 내 아래 설정 추가
1. Service list 에 PnpWeb 추가
2. PnpWeb service 주석 제거 및 service_PnpWeb_param = checkmode:app port:443 으로 수정
; PnpWeb service.
service_PnpWeb_bin = PnpWeb
service_PnpWeb_param = checkmode:app port:443
service_PnpWeb_check_period = 60
service_PnpWeb_check_period_on_failure = 5
이상입니다.
감사합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/6848
6845,[TIP] pnp_api 고객사 사설 SSL 인증서 적용 방법,"[개요]
- 대한항공 고객사 pnp_api 모듈 설치하는 과정에서 고객사 전용 사설 인증서 적용 요청
- pnp_api SSL 설정 Default는 /dbsafer/.conf/arbit 파일로 적용
- 일반적으로 WEB에서 많이 사용하는 pfx 파일도 변환하여 적용 가능하여 해당 방법 설명
[SSL 설정]
#####################################################################################
# SSL 설정 (선택)
#
# - ssl.enable-type : SSL 활성화 타입 (default : 1)
# 0 : 비활성화
# 1 : 활성화 (클라이언트 인증 미수행)
# - ssl.certificate-file : SSL 인증서 파일 경로 (절대경로, default : /dbsafer/.conf/arbit.dsc)
# - ssl.certificate-key-file : SSL 인증서 키 파일 경로 (절대경로, default : /dbsafer/.conf/arbit.dsk)
#
# (ex)
# ssl.enable-type = 1
# ssl.certificate-file = /dbsafer/.conf/arbit.dsc
# ssl.certificate-key-file = /dbsafer/.conf/arbit.dsk
#####################################################################################
ssl.enable-type = 1
ssl.certificate-file = /dbsafer/.conf/arbit.dsc
ssl.certificate-key-file = /dbsafer/.conf/arbit.dsk
[준비물]
- 고객사 사설 SSL 인증서 필요
> SSL 인증서 파일 : dsc , crt 등
> SSL 인증서 키 파일 : dsk, key 등
[pfx 파일 변환 방법]
(1) pfx -> key 파일 변환
#openssl pkcs12 -in [파일이름].pfx -nocerts -out [파일이름].key
예시) openssl pkcs12 -in dbac.koreanair.com.pfx -nocerts -out dbac.koreanair.com.key
#Enter Import Password: [pfx 비밀번호 입력]
#Enter PEM pass phrase: [설정할 비밀번호 입력]
#Verifying - Enter PEM pass phrase: [설정할 비밀번호 입력]
(2) pfx -> crt 파일 변환
openssl pkcs12 -in [파일이름].pfx -clcerts -nokeys -out [파일이름].crt
예시) openssl pkcs12 -in dbac.koreanair.com.pfx -clcerts -nokeys -out dbac.koreanair.com.crt
Enter Import Password: [pfx 비밀번호]
[설정]
- 고객사 사설 SSL 인증서 적용
ssl.certificate-file = /dbsafer/.conf/dbac.koreanair.com.crt
ssl.certificate-key-file = /dbsafer/.conf/dbac.koreanair.com.key
[기타]
- ssl.enable-type = 0
: SSL 비활성화 되며 https 통신이 아닌 http 통신으로 변경. 보안 취약",댓글 없음,https://cafe.naver.com/pnpsecure2/6845
6844,[카카오뱅크] 접근/권한 제어정책 과 관련된 보안계정 그룹 내 정보를 한 번에 쿼리로 조회 가능 여부 확인 요청,"[분류]
- 기타문의
[고객사/채널사]
- 카카오뱅크
[이슈내용]
1. 요청사항
- 고객사 카카오뱅크에서 접근/권한제어정책 현행화 중에 있는데,
접속/권한제어정책 내 보안계정그룹 존재 시 보안계정그룹 내 객체를 매칭시키는 부분이 힘들다고 합니다.
혹시, 쿼리를 통해 정책과 보안계정그룹 내 존재하는 보안계정 객체를 한 번에 조회 할 수 있는지 여부를 확인해달라고 요청을 받았습니다.
> 가능 여부에 대해 확인해주시면 감사하겠습니다.
가능하다면 쿼리도 같이 전달 주시면 감사하겠습니다 !
감사합니다.","여성구: 쿼리만으로는 해당 데이터 추출이 불가능합니다.

정책의 복합적인 부분과 객체/그룹의 관계성을 고려해야 하기 때문에 그렇습니다.
실제 매니저에서 정책 계산 시에도 쿼리와 프로그램 계산이 함께 이루어집니다. | 이창제: 답변 감사드립니다 !",https://cafe.naver.com/pnpsecure2/6844
6839,[DBSAFER7] 이중화 Fail-over & Fail-back 방안,"[매뉴얼 내용]
1. 이중화 구성 : Master + Slave 단독 이중화 구성에 따른 fail-over, fail-back 방안
[매뉴얼 사용 히스토리]
1. 고객사 : 한국교육학술정보원
2. 프로젝트 : 교육행정데이터통합관리시스템 물적기반 구축 사업
3. 매뉴얼 작성 계기 : 채널사 DBSAFER7.0 이중화 설정 경험 없음
이중화 테스트 시연 방안 가이드
첨부파일
[한국교육학술정보원] DBSAFER _v7.0_이중화 복구매뉴얼_v1.0
.pptx
null
파일 다운로드",댓글 없음,https://cafe.naver.com/pnpsecure2/6839
6838,[DBSAFER7] 이중화 구성 방안 공유,"[매뉴얼 내용]
1. 이중화 구성 : Master + Slave 단독 이중화 구성
2. DBSAFER 설치 경로 변경
3. DBSAFER 7 설치 및 설정 간 이슈사항 대처방안
[매뉴얼 사용 히스토리]
1. 고객사 : 한국교육학술정보원
2. 프로젝트 : 교육행정데이터통합관리시스템 물적기반 구축 사업
3. 매뉴얼 작성 계기 : 전국 시도교육청 동일한 구성 설치
채널사 DBSAFER7 이중화 구성 경험이 없음에 따른 가이드
첨부파일
[한국교육학술정보원] DBSAFER _v7.0_이중화 구성 설치매뉴얼_v1.7
.pptx
null
파일 다운로드",댓글 없음,https://cafe.naver.com/pnpsecure2/6838
6837,[공유][KB국민은행] Galera Cluster N중화 적용 설정 내역 공유,"안녕하세요. 프로젝트 1팀 이재진입니다.
고객사에 적용된 Galera Cluster N중화 적용 방법 공유드립니다.
이전에 구축했던 DMS 프로젝트와 현재 진행중인 접근제어 고도화 프로젝트에서는 Galera Cluster 3중화로 구성되었으며, N중화 설정이 가능합니다. 고객사에 적용된 구성도는 내용이 길어질 것 같아 추후에 게시글에 추가 등록하도록 하겠습니다. (GSLB, 도메인주소..사용 등)
※ 참고 : 설명을 돕기 위해 A서버는 master 서버, B와 C 서버는 slave 서버로 가칭하여 작성하겠습니다.
[A : 192.168.2.30] [B : 192.168.2.31 ] [C : 192.168.2.32]
1. /etc/hosts 에 A,B,C 서버 정보 기입
2. /dbsafer/.conf/pnp_ha.ini 에 A,B, C 서버의 IP 및 weight 정보 입력
3. /etc/my.cnf 파일 복사 및 수정 (C서버에서 수행)
> A 또는 B 서버에서 /etc/my.cnf 파일을 복사하여 다음 항목 수정 (IP 관련 항목)
- wsrep_node_address
- wsrep_node_incoming_address
- wsrep_sst_receive_address
4. DB 실행 전 설정 변경을 위한 디렉토리 생성 및 파일 복사 (C서버에서 수행)
> 디렉토리 생성 : mkdir -p /etc/systemd/system/mariadb.service.d
> A 서버 또는 B 서버에서 /etc/systemd/system/mariadb.service.d/homedir.conf 파일을 동일한 경로로 복사
5./dbsafer/.conf/pnp_ha.key 파일 복사 (C서버에서 수행)
> A 서버 또는 B 서버에서 pnp_ha.key 파일 복사
> pnp_ha 간 통신 데이터는 암호화 처리가 진행되며 이를 위한 key 파일이 존재
6. DBSAFER DB의 접속정보 변경 ( ./pnp_agent dbconfig) (B,C서버에서 수행)
> join 시 최초 cluster를 구성한 node(master)의 정보로 동기화 진행
> 따라서 B,C서버의 safeusr 계정의 비밀번호도 master 서버의 것과 동일하게 변경
7. pnp_galera dbms-status 명령어로 Galera Cluster 상태 확인
※ Join 시 주의사항 : galera cluster 는 반드시 상태가 synced일 때 join을 시도해야 함
> galera cluster에 여러 개의 node가 동시에 join하면 동기화에 문제가 생겨 join 대상 DB 데이터가 삭제될 수 있음
> 만약 동시에 붙여서 DB 실행이 안 될 경우 data가 모두 지워진 것으로, join을 시도한 서버들 모두 mysql_install_db 명령어를 실행하 여 DB를 다시 초기화하고 한 서버씩 join 시도
> 상태를 확인하는 방법은 cluster에 들어있는 node에서 ./pnp_galera dbms-status 로 확인 가능 (wsrep_local_state_comment)
이상입니다.
감사합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/6837
6836,[TIP] pnp_ssh_proxy 사용 시 구버전 SecureCRT 7.0 를 통한 ssh 접속 안되는 현상 (알고리즘 키 호환),"안녕하세요. 프로젝트 1팀 이재진입니다.
pnp_ssh_proxy 사용 시 구버전 SecureCRT 접속 안되는 현상 관련하여 DBSAFER GW 서버에 알고리즘을 등록하여 조치하는 방법을 공유드립니다. SecureCRT 버전을 업그레이드하여 더 높은 수준의 알고리즘을 사용하여 해결할 수 있으나, 업그레이드가 불가한 특이 케이스에 해당 설정으로 조치하면, 사용자의 액션 없이 ssh 접속이 가능하게 됩니다.
※ 참고 : SecureCRT 7.0은 최신 버전의 SSH 프로토콜(특히 SSH-2)에 대한 지원이 다소 제한적일 수 있습니다. 최신 버전의 SSH 서버는 더 안전한 키 교환 알고리즘을 사용하며, SecureCRT 7.0에서는 이를 지원하지 않거나 기본 설정이 호환되지 않을 수 있습니다.
1. [DBSAFER GW서버] : /usr/local/etc/sshd_proxy_config 파일 내 pnp_ssh_proxy 데몬 로그에 찍히는 알고리즘 추가
- HostKeyAlgorithms : MACs hmac-sha2-256,hmac-sha2-512,hmac-sha2-256,hmac-sha2-512
- MACs : hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96,umac-64@openssh.com
2. [pnp_ssh_proxy 데몬 로그 예시]
[2024-12-04 16:48:49] [53224] [ERROR] [ERROR 9999099] Error - abnormal status or data proces
rver handle. (NO)50000008 (SERVER)IP:PORT, (USER) IP:PORT
- [CSession.cpp:1590] (ERROR)Not matched protocol. (DESC)Failed to exchange the key for ssh(s
2)kex error : no match for method mac algo client->server: server [hmac-sha2-256,hmac-sha2-512],
client [sha1,hmac-sha1-96,hmac-md5,hmac-md5-96,umac-640openssh.com]
>> 밑줄친 알고리즘을 /usr/local/etc/sshd_proxy_config 에 추가 후 SecureCRT로 ssh 접속 시도 시 정상 접속
3. [알고리즘 적용 전 SecureCRT 접속 시 화면 예시]
고객사 이슈 분석에 도움을 주신 최재규 대리님 감사합니다.
이상입니다.","최재규: 관련 내용 작업할 사항 상세 내용 추가드립니다.
pnp_ssh_proxy 모듈 에러로그에서 매치되지 않은 method를 확인하시고 ""/usr/local/etc/sshd_proxy_config"" 에 추가해주셔야 합니다.

[모듈 에러]
1. no match for method ""kex algos"" : server [알고리즘], client ""[알고리즘]""
>> client에 있는 알고리즘을 sshd_proxy_config 파일 ""KexAlgorithms"" 로 입력

2. no match for method ""server host key algo"" : server [알고리즘], client ""[알고리즘]""
>> client에 있는 알고리즘을 sshd_proxy_config 파일 ""HostKeyAlgorithms"" 로 입력

3. no match for method ""mac algo client->server"" : server [알고리즘], client ""[알고리즘]""
>> client에",https://cafe.naver.com/pnpsecure2/6836
6835,[TIP] PC-Assist 사용자 접속 로그를 이용한 보안계정 IP ACL 일괄 등록 쿼리 공유,"안녕하세요. 프로젝트2팀 강수빈 과장입니다.
사이트 지원 중 아래와 같은 요구사항이 발생하여 처리 후 내용 공유드립니다.
[요구사항] 6개월간 접속한 PC-Assist 사용자 IP를 추출하여 보안계정 IP ACL 적용 요청
[적용 방안] PC-Assist 보안계정 접속 이력을 확인하여, 보안계정 IP ACL 테이블에 인서트 진행
복잡하게 생각할 필요 없이 보안계정의 접속 로그를 기록하는 테이블(dbsafer_log_2024_MM.ldap_history)에서 보안계정, 로그인 IP 컬럼 데이터를 추출하여 중복을 제거한 데이터를 보안계정 IP ACL 관리하는 테이블(dbsafer3.dbsafer_ldap_list_ip_mac)로 인서트 진행하였습니다.
더 좋은 방법들도 많겠지만 짧은 시간 안에 목적에 부합하는 쿼리 작성이 필요하여
단순하게 작성하였습니다.
--1. DB 백업
# mysqldump -usafeusr -p dbsafer3 > /tmp/dbsafer3_bak.sql
--2. 보안계정 IP ACL 조회
SELECT * FROM dbsafer3.dbsafer_ldap_list_ip_mac;
--3. 보안계정 IP ACL 테이블 정보 삭제
truncate table dbsafer3.dbsafer_ldap_list_ip_mac;
--4. 6개월치 보안계정 접속 로그 IP 조회
select DISTINCT sno,login_ip,login_ip as b FROM (select sno,login_ip,login_ip as b FROM dbsafer_log_2024_10.ldap_history union all
select sno,login_ip,login_ip as k FROM dbsafer_log_2024_09.ldap_history union all
select sno,login_ip,login_ip as k FROM dbsafer_log_2024_08.ldap_history union all
select sno,login_ip,login_ip as k FROM dbsafer_log_2024_07.ldap_history union all
select sno,login_ip,login_ip as k FROM dbsafer_log_2024_06.ldap_history union all
select sno,login_ip,login_ip as k FROM dbsafer_log_2024_05.ldap_history) a
--5. 6개월치 보안계정 접속 로그 IP를 보안계정 IP ACL 테이블로 인서트
INSERT INTO dbsafer3.dbsafer_ldap_list_ip_mac(sno,ip_addr,ip_addr_end)
select DISTINCT sno,login_ip,login_ip as b FROM (select sno,login_ip,login_ip as b FROM dbsafer_log_2024_10.ldap_history union all
select sno,login_ip,login_ip as k FROM dbsafer_log_2024_09.ldap_history union all
select sno,login_ip,login_ip as k FROM dbsafer_log_2024_08.ldap_history union all
select sno,login_ip,login_ip as k FROM dbsafer_log_2024_07.ldap_history union all
select sno,login_ip,login_ip as k FROM dbsafer_log_2024_06.ldap_history union all
select sno,login_ip,login_ip as k FROM dbsafer_log_2024_05.ldap_history) a
--6. 보안계정 IP ACL 조회
SELECT * FROM dbsafer3.dbsafer_ldap_list_ip_mac;
[참고사항]
- union all 구문을 사용하기 때문에 기간을 짧게 하여 Select로 데이터 확인 후 INSERT 진행하시면 됩니다.
- 사설 IP(NAT)가 존재하는 경우 dbsafer_log_2024_MM.ldap_history 테이블의 ipaddr_priv 컬럼을 이용하여 추가로 인서트 작업을 해주시면 됩니다.
작업 시간 단축을 위해 조언해 주신 신동진 팀장님 감사합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/6835
6833,[TIP] 마스킹 객체 예제 공유 - 1,"[요약]
- 고객사에서 마스킹 예제를 요청하여 내부 테스트 확인 한 결과 공유 드립니다.
[상세내역]
- 마스킹 전
- 마스킹 후
- 테스트 진행한 마스킹 객체
- 첨부파일 상세 내용
첨부파일
데이터 마스킹 예시 자료_이창제
.xlsx
null
파일 다운로드
이상입니다.
감사합니다.
* 수정이 필요한 부분이나 개선사항이 있다면 댓글로 남겨주시면 감사하겠습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/6833
6824,[DBSAFER5][TIP] OS Minimal 설치로 인한 타솔루션 추가 rpm 설치 요구시 TIP (Python 3.6),"1. 고객사 요구사항 (veeam backup 솔루션 기준으로 작성)
- Rocky 8.10 Minimal OS 및 Custom Set 기본 설치되어 있는 환경에서 Veeam backup 솔루션 설치시 Python 3.6 설치가 필요
2. 적용 방안
- 사내 외부 인터넷 연결된 동일한 OS 서버에서 의존성 포함 Python3 rpm 다운로드
# sudo dnf download --resolve python36 python3-pip
- 다운로드된 의존성 포함 rpm 고객사에 DBSAFER 서버에 업로드 및 설치
# rpm -ivh python36-3.6.8-39.module+el8.10.0+1592+61442852.x86_64.rpm --nodeps
# rpm -ivh python3-pip-9.0.3-24.el8.rocky.0.noarch.rpm
# python3 --version
- Veeam backup 솔루션 rpm 설치 지원
# rpm -ivh kmod-veeamsnap-6.2.0.101-1.el8.x86_64.rpm
# rpm -ivh veeam-libs-6.2.0.101-1.x86_64.rpm
# rpm -ivh veeam-6.2.0.101-1.el8.x86_64.rpm",댓글 없음,https://cafe.naver.com/pnpsecure2/6824
6823,[TIP] vormetric 설치되어있을시 dbsafer 설치 방법,"1. 고객사 요구사항
- Vormetric 솔루션이 설치가된 서버에서 DBSAFER를 설치 진행되어야 하는 상황
> Vormetric 암호화가 걸린 상태에서 DBSAFER 설치 불가
* swade의 경우 pnpsecure 자체 솔루션이기 때문에 암호화 대상 디렉터리를 마이그레이션 해주지만 타 암호화 솔루션은 마이그레이션을 해주지 않기 때문에 암호화 대상 디렉터리를 비워놓고 암호화 처리해야합니다.
2. 적용 방안
- Vormetric 가드 경로 확인 (ex] /home/dbsafer/data/mysql)
- Vormetric 가드 설정 해제 요청
- DBSAFER PKG 설치
- /home/dbsafer/data/mysql 경로 데이터베이스 및 파일 타디렉터리로 이관 백업
- Vormetric 가드 설정
- 이관 백업 데이터베이스 및 파일을 가드 경로로 재이관
- 데이터무결성 확인","이민종: (참고) swade의 암호화도 마이그레이션 할 때 대상 디렉터리를 비운 상태에서 작업이 됩니다.
자사 제품이라 정해져 있는 경로를 암호화를 해야 하기 때문에 자동화가 되어 있을 뿐, 절차상으로는 보메트릭과 동일하게 처리됩니다. | 황재필: 추가 답변 감사드립니다.",https://cafe.naver.com/pnpsecure2/6823
6821,[한화비전] - AWS PostgreSQL 15에서 pg_dump.exe를 통한 접속 실패,"[분류] (에러로그문의 / 기능로직문의 / 기타문의)
기타 문의
[고객사/채널사]
한화비전
[이슈내용]
1. 증상 (증상 발생 전/후 변경된 사항의 유무를 반드시 체크)
- AWS PostgreSQL 15에서 pg_dump.exe를 통한 접속 실패
. dbeaver에서 제공하는 백업 기능을 사용하면 pg_dump.exe 사용하여 접속 시도
. ""SCRAM channel binding check failed"" 오류 발생하며 접속 실패
dbeaver에서 백업 시도 시 발생하는 에러 메시지
cli로 pg_dump를 통한 접속 시 발생하는 에러 메시지
2. 예상되는 원인 및 확인한 내용 (방화벽 및 보안 프로그램 등의 체크 사항)
- SCRAM-SHA256-PLUS 알고리즘을 사용하고 있기 때문에 발생된 것으로 추측
https://cafe.naver.com/pnpsecure2/5747
cafe.naver.com
cafe.naver.com
- 동일 환경에서 옵션 없이 psql를 이용한 접속을 할 때에도 ""SCRAM channel binding check failed"" 오류 발생하며,
""channel_binding=disable"" 옵션을 사용하면 접속 가능
3. 특이사항 (연동 모듈, 커스텀 개발 등)
4. 사내 재현 정보
- 사내 테스트 결과, AWS DB 클러스터 파라미터 옵션 중 rds.force_ssl =1 인 경우에만 접속 오류 발생
. rds.force_ssl =0인 경우 접속 가능
rds.force_ssl =0일 때의 pg_dump 접속 로그
- DBSAFER 서버 접속 정보: 192.168.118.25(root/dbsafer00)
- DB 접속 정보: postgres/dbsafer00
5. 요청사항
- rds.force_ssl =1인 환경에서 pg_dump를 통한 접속은 제약 사항인지 확인 부탁드립니다.
- psql의 ""channel_binding=disable"" 옵션과 동일한 동작을 하는 pg_dump 옵션이 있는지도 확인 부탁드립니다.
[모듈 로그(Debugging 로그 및 ERROR 로그]
(파일 첨부를 하는 경우에도 중요한 에러로그(ERROR, WARNING)의 경우 반드시 본문에 포함)
[버전 정보](서버 PKG, Manager, PC-ASSIST, 클라이언트 툴 버전 등)
- PKG: PKG_DBSAFER7_RelR23.05_RockyLinux_x86_64_P11.11_D2F_ssl30_MariaDB_20240327
- pnp_ssl_proxy R220
- AWS PostgreSQL 15.4
[첨부파일](파일명에 이슈와 관련된 모듈이나 제품명 및 사이트명)",최재규: dbeaver에서 백업을 할때 발생하는 본 이슈는 현재 별도 옵션으로 처리가 불가능한 기존 제약사항으로 확인됩니다.,https://cafe.naver.com/pnpsecure2/6821
6815,백그라운드에서 tomcat_oom_check.sh을 실행하도록 설정하는 방법,"1. 필요상황
- 고객사의 시스템 로그 모니터링 솔루션에서 DBSAFER LOG 서버 /var/log/secure 로그에 'pam_unix(systemd-user:session): session opened for user root' 로그가 5분 주기로 기록되어 이상 행위로 검출
/var/log/secure 로그
* pam_unix.so는 Linux 시스템의 PAM 라이브러리의 하나로 사용자 인증과 관련된 기능을 제공하며
주로 시스템의 /etc/passwd와 /etc/shadow 파일에 저장된 사용자 계정 정보를 사용하여 인증을 처리합니다.
- Redhat 8 환경에서 crontab에 등록된 모든 배치가 실행될 때마다 pam_unix 로그가 기록될 수 있는 것으로 확인(cron 작업이 root 권한으로 실행될 때마다 PAM 세션이 열리고 종료)
- COMMON_UTIL 설치 간 tomcat oom을 체크하는 tomcat_oom_check.sh 스크립트가 crontab에 5분 간격 실행되도록 등록되어 secure 파일에 5분 주기로 pam_unix 로그가 기록됨
(*/5 * * * * /usr/local/apache/bin/tomcat_oom_check.sh)
2. 고객사 요구사항
- 시스템 로그 모니터링 솔루션에서 예외 처리가 불가하여 crontab을 사용하지 않는 방식으로 OOM Check를 요청
3. 적용 방안
- tomcat_oom_check.sh 스크립트를 변형하여 스크립트 자체적으로 5분 주기마다 OOM을 Check 하도록 변형(첨부된 변형 스크립트 파일 사용)
첨부파일
new_tomcat_oom_check
.sh
null
파일 다운로드
- 변형 스크립트를 백그라운드로 실행(nohup /파일경로/new_tomcat_oom_check.sh &)
- /etc/rc.local에 백그라운드 실행 명령어 등록
설정 이후 5분마다 tomcat oom check를 수행하며 /var/log/secure 로그에는 별다른 로그를 기록하지 않습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/6815
6807,[공유]웹보고서 에러코드 1020170001,"OZ 리포트 출력시 아래 사진과 같은 에러 발생 시 대처방법 공유
에러코드:1020170001
Fail to connect the TCP-Server(OZ Scheduler)
Connection refused (Connection refused)
#cd /home/reportsvr/ozmng80/bin
#./oz_stop.sh
종료 확인 후
#./oz_start.sh",댓글 없음,https://cafe.naver.com/pnpsecure2/6807
